epoch,accuracy,learning_rate,loss,mean_iou,val_accuracy,val_loss,val_mean_iou
0,0.3454415202140808,9.999999747378752e-05,0.902248740196228,0.1956268697977066,0.5768521428108215,0.8490526676177979,0.23426568508148193
