epoch,accuracy,learning_rate,loss,mean_iou_modular,val_accuracy,val_loss,val_mean_iou_modular
0,0.36913758516311646,9.999999747378752e-05,0.9758300185203552,0.18250127136707306,0.35524290800094604,0.8142392039299011,0.15608075261116028
1,0.3990151882171631,9.999999747378752e-05,0.8755329847335815,0.21116837859153748,0.318716436624527,0.8167673945426941,0.17949794232845306
2,0.4508935511112213,9.999999747378752e-05,0.8140506744384766,0.23151198029518127,0.3290573060512543,0.7929939031600952,0.210640087723732
